t earth_x earth_y moon_x moon_y spacecraft_x spacecraft_y
0 -4668173 -1 379733827 101 -7818920 -5757236
50 -4668173 -1 379733827 101 -7334480 -6008668
100 -4668173 -1 379733827 101 -6840759 -6239177
150 -4668173 -1 379733827 101 -6339591 -6448284
200 -4668173 -1 379733827 101 -5832838 -6635811
250 -4668173 -1 379733827 101 -5322330 -6801872
300 -4668173 -1 379733827 101 -4809810 -6946845
350 -4668173 -1 379733827 101 -4296891 -7071334
400 -4668173 -1 379733827 101 -3785030 -7176125
450 -4668173 -1 379733826 101 -3275507 -7262140
500 -4668173 -1 379733826 101 -2769423 -7330397
550 -4668173 -1 379733826 101 -2267698 -7381966
600 -4668173 -1 379733826 101 -1771086 -7417940
650 -4668173 -1 379733826 101 -1280186 -7439407
700 -4668173 -1 379733826 101 -795460 -7447430
750 -4668173 -1 379733826 101 -317252 -7443030
800 -4668173 -1 379733826 101 154201 -7427177
850 -4668173 -1 379733826 101 618746 -7400786
900 -4668173 -1 379733825 101 1076302 -7364711
950 -4668173 -1 379733825 101 1526847 -7319745
1000 -4668173 -1 379733825 101 1970408 -7266621
1050 -4668173 -1 379733825 101 2407048 -7206016
1100 -4668173 -1 379733825 101 2836862 -7138550
1150 -4668173 -1 379733825 101 3259967 -7064792
1200 -4668173 -1 379733824 101 3676495 -6985264
1250 -4668173 -1 379733824 101 4086594 -6900441
1300 -4668173 -1 379733824 101 4490418 -6810759
1350 -4668173 -1 379733824 101 4888130 -6716617
1400 -4668173 -1 379733824 101 5279891 -6618377
1450 -4668173 -1 379733823 101 5665868 -6516372
1500 -4668173 -1 379733823 101 6046225 -6410907
1550 -4668173 -1 379733823 101 6421126 -6302258
1600 -4668173 -1 379733823 101 6790731 -6190680
1650 -4668173 -1 379733823 101 7155197 -6076406
1700 -4668173 -1 379733822 101 7514678 -5959649
1750 -4668173 -1 379733822 101 7869325 -5840606
1800 -4668173 -1 379733822 101 8219281 -5719456
1850 -4668173 -1 379733821 101 8564688 -5596364
1900 -4668173 -1 379733821 101 8905681 -5471482
